,月份,二手房均价,新房均价,城市
0,2021年1月,66575元/㎡,,北京
1,2021年2月,65741元/㎡,54880元/㎡,北京
2,2021年3月,63465元/㎡,55195元/㎡,北京
3,2021年4月,66881元/㎡,54452元/㎡,北京
4,2021年5月,66541元/㎡,53816元/㎡,北京
5,2021年5月,66541元/㎡,53816元/㎡,北京
6,2021年6月,64705元/㎡,55764元/㎡,北京
7,2021年7月,69128元/㎡,55069元/㎡,北京
8,2021年8月,67630元/㎡,55020元/㎡,北京
9,2021年9月,67951元/㎡,56303元/㎡,北京
10,2021年10月,66280元/㎡,54845元/㎡,北京
11,2021年11月,67289元/㎡,55029元/㎡,北京
12,2021年12月,63163元/㎡,56595元/㎡,北京
