,月份,二手房均价,新房均价,城市
0,2021年1月,32592元/㎡,29211元/㎡,杭州
1,2021年2月,34000元/㎡,30095元/㎡,杭州
2,2021年3月,35515元/㎡,29507元/㎡,杭州
3,2021年4月,36284元/㎡,30715元/㎡,杭州
4,2021年5月,35052元/㎡,,杭州
5,2021年5月,35052元/㎡,,杭州
6,2021年6月,36533元/㎡,30185元/㎡,杭州
7,2021年7月,36376元/㎡,29991元/㎡,杭州
8,2021年8月,35868元/㎡,30635元/㎡,杭州
9,2021年9月,39244元/㎡,29974元/㎡,杭州
10,2021年10月,36381元/㎡,30528元/㎡,杭州
11,2021年11月,37450元/㎡,31428元/㎡,杭州
12,2021年12月,42417元/㎡,31402元/㎡,杭州
